APPROVED SYMBOL	ALIASES
ZNF330	NOA36, HSA6591
BLACE	
FAM35DP	
AIS2	
DEFA2~WITHDRAWN	
SLC2A12	GLUT12, GLUT8
TMEM8C	TMEM226
GABRB2	
AHCYP5	
OR7E88P~WITHDRAWN	
C2ORF54	FLJ22671
RPEP4	
YWHAQP8	
POLR2LP	AB023060.6
LRBA	BGL, LAB300, LBA
TRAJ22	
ZIK1	ZNF762
TCAP	T-CAP, TELE, TELETHONIN, CMD1N
GNG2	
RPL21P118	
DEFB125	DEFB-25
LGALS2	HL14
NDUFV1	CI-51K
RPL13P10	
SLIT2	SLIT-2
RN7SKP55	
TOMM7	
FEB3~WITHDRAWN	
NFATC2	NF-ATP, NFATP, NFAT1
ZNF431	KIAA1969
RPL39P6	
ASVS1~WITHDRAWN	
RPLP2P2	
HOXA11	
IGHV3-41	
KCNA5	KV1.5, HK2, HPCN1
HOXA@	
GALNT1	GALNAC-T1
USP17L30	
NEAT1	TNCRNA, MENEPSILON/BETA, LINC00084
LENG11~WITHDRAWN	
MC1R	MSH-R
MRPL51	CDA09, HSPC241, BMRP64
ERAL1	HERA-B
PXN-AS1	EYELINC4
ZNF316	MZF-3, ENST00000305834
VCX2	VCX-2R, VCX-2R
KLHL15	KIAA1677
SRSF9P1	
C9ORF69	BA83N9.1
PIH	
LTBP1	
WEE2	FLJ16107
HAUS6P2	
LINC00942	
EDDM3CP	HE3-GAMMA
IMMT	P87, P89, HMP, MINOS2
KIAA0895L	LOC653319
DDX54	MGC2835, APR-5, DP97
CBWD1	
RNA5SP49	
RN7SL127P	
COPS2	TRIP15, ALIEN, CSN2
HSD17B1	HSD17, MGC138140, SDR28C1
DNAJC14	DNAJ, DRIP78, HDJ3, LIP6, FLJ32792
RPS12P30	
SNORD67	HBII-166
ASNSP2	
POU5F1P2	
EPHX4	EPHXRP, FLJ90341
RNU7-181P	
UGT2B15	UGT2B8
PLA2G4D	CPLA2DELTA
ARL6IP1P3	
CDK5RAP1	CGI-05, HSPC167, C42
OR9R1P	
RPS14P2	
ZFP2	FLJ21628, ZNF751
PRKM8~WITHDRAWN	
STBD1	FLJ41801, GENX-3414
COPS5P2	
C11ORF40	NOV1
MCCD1P1	OTTHUMG00000130506
WNT2B	XWNT2
RNU6-988P	
IGKV1D-12	
RN7SL521P	
CHMP1A	KIAA0047, CHMP1, VPS46A
ALDH3B2	
EIF2D	LGTN
CLSTN3	CSTN3, KIAA0726, CDHR14
RPS24P11	
S100A12	P6, MRP6, CGRP, CAAF1, CAGC, ENRAGE
VN1R76P	
RNU2-4P	U2, U2/7
LINC00399	TCONS_00021596
BAGE	CT2.1
NUDCD3	KIAA1068
HELB	
OR2AT2P	
TM4SF5	
JADE3	KIAA0215, JADE-3
KCNJ9	KIR3.3, GIRK3
SEN3	
RN7SL604P	
RN7SKP6	
OR4C4P	OR4C47P
FAM224A	
RHBG	SLC42A2
AOM	STL1
LIN7A	MALS-1, TIP-33, LIN-7A, VELI1
RGS13	
GYG2	GN-2
DNM1P24	DNM1DN15-1
DEFT5P~WITHDRAWN	
SERF1AP1	
PPP1R35	MGC22793
LMOD1	64KD, D1, 1D
CYP2T2P	
RPL26P26	
RNU6-69P	
MRPL35P1	
GRIK5	GLUK5, KA2
DCLK3	KIAA1765, DCDC3C
KRT6C	
MRX68~WITHDRAWN	
IFNG-AS1	TMEVPG1, LINCR-IFNG-3'AS
CCDC41	NY-REN-58
RN7SKP223	
MYH8	MYHC-PERI, MYHC-PN
ZNF706	HSPC038
RCBTB1	FLJ10716, CLLD7, CLLL7
FAM84B	BCMP101, NSE2
BTBD16	FLJ25359, EM:AC061711.1
STX2	EPM
SIGLEC19P~WITHDRAWN	
RNU6-516P	
RPS27P6	
HOX2H~WITHDRAWN	
TRNAG1~WITHDRAWN	
GCNT3	C2GNT-M, C2/4GNT, C2GNT2
KIAA1522	
RASGRP1	CALDAG-GEFII, RASGRP
KDM2A	KIAA1004, FBL11, LILINA, DKFZP434M1735, FBL7, FLJ00115, CXXC8, JHDM1A
IFI27L1	
CPD	GP180
MUS81	FLJ44872, SLX3
RN7SL392P	
RRAD	REM3, RAD
GGA3	KIAA0154
EDC4	RCD-8, GE-1, HEDLS
FRA7D	
OR1G1	OR17-209
LINC00599	RNCR3
STAG3L4	FLJ13195, STAG3L4P
RNU6-811P	
RNU6-131P	
LRRIQ1	FLJ12303, KIAA1801
RPL35AP6	
RN7SL677P	
MYO5BP1	
COX7BP2	DJ901O8.2
SLAMF6	KALI, NTBA, KALIB, LY108, SF2000, NTB-A, CD352
ADAMTSL2	KIAA0605
SNRPD3	SMD3, SM-D3
F8C~WITHDRAWN	
AQP6	
ERN1	IRE1, IRE1P
TMEM194A	KIAA0286
TRBV10-3	TRBV103, TCRBV10S3, TCRBV12S1A1N2
HIST1H2BG	H2B/A, H2B.1A
ANKRD18DP	
RNA5SP301	
RNU6-1300P	
GREM2	PRDC, FLJ21195, CKTSF1B2, DAND3
C1HR	
CTCFL	DJ579F20.2, BORIS, CT27
MAGEH1	APR1
ATP6V1G1P2	
RNA5SP352	
NF1P3	
ERVK-11	C3_E, N8.4
SUPT16HP	BCM670
RNU1-42P	
RPSAP23	
GTF2IRD1P1	
RPL35AP15	
OR6C68	
RPS18P14	
RNU6-229P	
HAUS2	FLJ10460, HST17025
CHEK2P5	
TRBV7-9	TRBV79, TCRBV6S4A1, TCRBV7S9
SLC25A53	
COL16A1	
RNA5SP462	
CYP3A3~WITHDRAWN	
FBXO34	FLJ20725, FBX34
UNC50	URP, UNCL, GMH1
TRAJ8	
VNN3	HSA238982
PDPR	PDP3
AEBP2	MGC17922
MTND5P6	
RPL5P34	
OR10AD1	
TAX1BP3	TIP-1
RPL36AP20	
OR7A9P~WITHDRAWN	
AKAP17A	XE7, XE7Y, DXYS155E, MGC39904, 721P, CCDC133
MRPL11P3	
CRYGS	
PLA2G2C	
OR7E2P	OR11-6, HG94
RNU6-859P	
SMYD1	BOP, ZMYND22, KMT3D
CBR4	FLJ14431, SDR45C1
RPL23AP3	
TCEB1P15	
P2RX4	P2X4
TNFRSF1B	TNFBR, TNFR80, TNF-R75, TNF-R-II, P75, CD120B
ABCC3	MRP3, CMOAT2, EST90757, MLP2, MOAT-D
SEC22B	SEC22B, ERS-24
NCRNA00270~WITHDRAWN	
RNU6V	87U6, LH87
C17ORF13~WITHDRAWN	
OVOL1	
RNU6-344P	
RNU6-1134P	
SNX18P11	
NPAT	E14
RNY4P8	
MTND4P18	
BCMA~WITHDRAWN	
SYB1~WITHDRAWN	
PRR5L	FLJ14213, PROTOR-2
RNU6-116P	
LACTB	FLJ14902
SEPHS1P1	
COPS8P2	
HBAP1	
RNU6-1279P	
RPS2P2	
RN7SL113P	
C17ORF59	FLJ20014
RAP1AP	KREV1P, SMGP21A
DLGAP1-AS5	
TRNAL43P	
SNRPN	SMN, SM-D, HCERN3, SNRNP-N, SNURF-SNRPN, RT-LI
UTP18	CGI-48
RPL29P8	
MTND4P6	
FTSJ2	FJH1, MRM2
RNU6-776P	
RNU6-398P	
MEKK1~WITHDRAWN	
RNU6-304P	
PPIAP12~WITHDRAWN	
TMEM47	BCMP1, DKFZP761J17121, DKFZP564E153
GLYT2L~WITHDRAWN	
HSPA12B	DJ1009E24.2
TIPRL	MGC3794, DJ69E11.3, TIP41
RN7SL448P	
GGTLC2	
PRPF4	PRP4P, HPRP4, HPRP4P, PRP4, SNRNP60
PPAPDC3	MGC12921, FLJ14662, NET39
CAMKMT	CLNMT
LINC00415	
MRPS31P5	
MIR601	HSA-MIR-601
RNU7-117P	
FAM90A14P	
RAB22A	
DAGK3~WITHDRAWN	
RN7SL271P	
WBSCR9~WITHDRAWN	
MIR661	HSA-MIR-661
LTB4H~WITHDRAWN	
RPL31P27	
RNU6-288P	
CLDN11CL~WITHDRAWN	
MIR548C	HSA-MIR-548C
RPS11P1	DJ1060K6.1
SSX10~WITHDRAWN	
HEN1~WITHDRAWN	
TNR	
GSTA3	
STARD3	ES64, MLN64
DEFB120~WITHDRAWN	
TNFAIP8L3	FLJ41287
CHI3L1	GP39, YKL40
NCBP2-AS1	
LENG8-AS1	
TSPAN9	NET-5
MZB1	PACAP, MGC29506, HSPC190, PERP1, MEDA-7
RNU6-829P	
RNA5SP450	
C20ORF2~WITHDRAWN	
RPL35AP20	
PQBP4	
RNU6-657P	
MEMO1P4	
NTAN1P1	
RPS8	S8
ARVCF	
OR10T2	
CELF2-AS2	
ABCA1	TGD
TRIM64EP	
TBKBP1	PROSAPIP2, KIAA0775
MTND5P30	
RPEP6	
TMSB10	TB10
KRT18P61	
KLK10	NES1
RNU1-63P	
RPL29P26	
SNRPEP8	
OR2W3	OST718
DPAGT~WITHDRAWN	
LHFPL1	
ARL2-SNX15	
LIMS2	
OR7E158P	
SPRL6B~WITHDRAWN	
SCGB3A2	UGRP1, LU103, PNSP1
TMSB15A	TMSNB
ZNF736P2Y	
MSK15~WITHDRAWN	
CMD1Q	
RNU1G2~WITHDRAWN	
ATXN2L	A2LP, A2D
NHLRC2	FLJ25621, FLJ20147, FLJ33312, MGC45492, DKFZP779F115
VN1R51P	
GPHN	KIAA1385
TUBAL3	FLJ21665
MT1F	
CASC16	
ADIPOQ	ACRP30, ADIPOQ, APM1, GBP28, ADIPONECTIN
DNM1P30	DNM1DN3-4, DNM1DN4-3
DCPS	HSPC015, HINT-5, HSL1
CHKB-CPT1B	
GLI3	PAP-A, PAPA, PAPA1, PAPB, ACLS, PPDIV
ANKRD7	TSA806
TBC1D3P4	
CYFIP2	PIR121
ZNF827	
RPL7P35	
MRPL21	
MAPTL~WITHDRAWN	
HHG~WITHDRAWN	
ZNF816B~WITHDRAWN	
C9ORF172	
RN7SKP43	
RPS20P11	
GAB1	
MIR892B	HSA-MIR-892B
MT-TE	TRNE
C1QTNF9-AS1	
CTSLP8	
RN7SL703P	
WNT7B	
MIR1290	HSA-MIR-1290
SNORA70G	U70G
MIR4499	HSA-MIR-4499
SPARCL1	MAST9
NFIXL2~WITHDRAWN	
LINC00395	
OR5AL2P	
GEMIN8P2	
TRBJ1-3	TRBJ13, TCRBJ1S3
HMGN1P8	
STAC3	MGC2793
MRT2A~WITHDRAWN	
SERPINA4	KST, KAL, KLST, KALLISTATIN
HSD17B7	PRAP, SDR37C1
RNU6-233P	
KRT15	K15, CK15, K1CO
DNAJB12	DJ10, FLJ20027
CRYBA1	
ZNF786	DKFZP762I137
RPL17P14	
SEPT10	FLJ11619
PDE6G	
IFNAR2	
GCSL~WITHDRAWN	
RPL36AP14	
DEFT1P	
SFPQ	PSF
STARD13-AS	
SPANXF2	
RN7SKP151	
AP1M2	HSMU1B, MU2, AP1-MU2
PIRC30	
SRP68P3	SRPSMCR
RPL37P8	
NMI	
CDK2AP2P1	
PDHA1	
S7	SA7-2
MNG1	
MIR1273C	HSA-MIR-1273C
HEATR2	FLJ20397, FLJ31671, FLJ39381, FLJ25564, CILD18
TREX2	
INT6~WITHDRAWN	
RNU2-11P	
PHB2	REA, BCAP37, BAP37, P22
DCUN1D3	MGC48972, FLJ41725, DKFZP686O0290
LIAS	LAS
IGLV7-43	
UFL1-AS1	
KBTBD7	DKFZP434E2318
MORF4L1P3	MRG11
DGCR2	KIAA0163, LAN, IDD, DGS-C, SEZ-12
RNMT	RG7MT1
GUC2C~WITHDRAWN	
C12ORF71	LOC728858
STON1	SBLF, STONED-B1
SCRT1	DKFZP547F072, ZNF898
RPS26P48	
FAM183CP	
TRIM55	MURF-2
VSX2	RET1
ENKUR	MGC26778, ENKURIN
ERVK-10	
STX8	CARB
DUTP3	
RNU6-135P	
PGM5P2	
CPD1~WITHDRAWN	
SENP1	
RNU7-69P	U7.69
DDX3X	DBX, HLP2, DDX14
AFG3L2P1	
SSTR3	
C1ORF216	FLJ38984
CRYBB3	
ANP32A	LANP, PP32, I1PP2A, PHAPI, MAPM, MAPMODULIN
RNU6-1184P	
SLC25A39P1	
FA1~WITHDRAWN	
GPM6BP3	
TNXA	XA, D6S103E, HXBL
RPL36AP13	
GGN	FLJ35713, MGC33369
OPRD1	
DDH2~WITHDRAWN	
RPL35	L35
CACNG8	
C6ORF136	EM:AB023049.8
SARM1	SARM, SAMD2, KIAA0524
IGHV7-77~WITHDRAWN	
RBM20	
SNORD115-17	HBII-52-17
SNORD96B	U96B
PHLPP2	KIAA0931
LINC00708	
ABLIM1	ABLIM, LIMATIN
IGHV1OR16-2	IGHV1/OR16-2
SHANK1	SSTRIP, SPANK-1, SYNAMON
ZNF44	KOX7, ZNF504
MYRIP	DKFZP586F1018, EXOPHILIN-8, MYRIP, SLAC2-C, SLAC2C
RNY3P10	
CLN4~WITHDRAWN	
RNU6-272P	
CIPO~WITHDRAWN	
KIAA1467	
OR5BQ2P~WITHDRAWN	
HSPD1P16	HSPD1-13P
TCEB3CL	HST828
OR51B2	
AAR2	BA234K24.2
ELL2P4	
TMCO4	DKFZP686C23231
RN7SL586P	
PCBP2P1	
RCD1	
CNN2P5	
RPL17P20	
MYO5B	KIAA1119
RPL35AP4	BPG294E21.7, OTTHUMG00000140156
MIR148A	HSA-MIR-148, HSA-MIR-148A
HMGB3P6	
UNC13C	MUNC13-3, DKFZP547H074
UCK1	URK1, FLJ12255
C1ORF185	FLJ27485
NCKIPSD	AF3P21, SPIN90, ORF1, WISH, WASLBP, DIP1
VTI1BP3	
IGLVI-38	IGLV(I)-38
CCDC28A	CCRL1AP, DKFZP586D0623
ATG12	APG12
CD49B~WITHDRAWN	
MIR548AU	HSA-MIR-548AU
RPS27AP12	
CEBPA-AS1	
RNA5SP358	
RN7SL618P	
GNS	
RPL32P25	
PSMB6	Y, DELTA
PEX10	RNF69
RPL34P9	
SNORD31	U31
TRDJ2	
NXF3	
GTF2D1~WITHDRAWN	
RPS27AP10	
SMC1B	BK268H5
ZNF785	FLJ32130
BBX	MDS001, HSPC339, HBP2
RNU6-1106P	
MRX65	
RPL10AP9	
CORD7~WITHDRAWN	
RNU6-1334P	
ANX3~WITHDRAWN	
ERAP1	ARTS-1, A-LAP, PILS-AP, KIAA0525, ERAAP1
RNY1P3	
LGALS7	GAL7, PIG1, TP53I1, LGALS7A
ZNF166~WITHDRAWN	
R3HDM2P2	
ADCY1	AC1
THAP10	
METTL15	FLJ33979
JUP	DP3, PDGB, PKGB, DPIII
DSPP	DMP3
ERVT2~WITHDRAWN	
IL2RA	CD25
C12ORF1~WITHDRAWN	
RNU4-10P	
ISPD-AS1	
RNU6-384P	
RNU6-31P	
NR1D2	BD73, RVR, EAR-1R, HZF2, HS.37288
MYO1A	
MIR944	HSA-MIR-944
RNU6-361P	
RPL23AP73	
TRAV27	
RPS2P1	DJ64K7.1
FDX1P2	
C16ORF47	FLJ26184
LINC00390	TCONS_00021641
HNRNPA1P42	
MIR1237	HSA-MIR-1237
DFNA44~WITHDRAWN	
RANBP3L	FLJ25422
C9ORF169	MGC59937
GALNT6	
ZMAT1	KIAA1789
IL17A	IL-17A, IL-17
SMARCE1P6	
IRX6	IRX-3
GPKOW	T54, GPATC5, GPATCH5, SPP2
C9ORF129	BA165J3.3
GFRA1	RETL1, GDNFR, GFR-ALPHA-1, RET1L, TRNR1
ATP8B2	ATPID, KIAA1137
MAP1LC3C	ATG8J
ARHGEF7	KIAA0142, PIXB, DKFZP761K1021, NBLA10314, DKFZP686C12170, BETA-PIX, COOL1, P85SPR, P85, P85COOL1, P50BP, PAK3, P50
HAR1A	HAR1F, NCRNA00064, LINC00064
SNAR-C5	
PIRC57	
RPL29P28	
BCHEL1~WITHDRAWN	
ADH5P2	
RNA5SP368	
ZNF51~WITHDRAWN	
TOR1AIP2	LULL1, NET9, IFRG15
C2ORF20~WITHDRAWN	
PPM1F	FEM-2, KIAA0015, POPX2, CAMKPASE, CAMKP
HSPA5	BIP
CARD8	TUCAN, KIAA0955, CARDINAL, NDPP, DAKAR
SSR4	TRAPD
GALC	
SPPL2B	IMP4, PSL1, KIAA1532
RNF24	G1L
USH1G	SANS, FLJ33924, ANKS4A
FAM118A	FLJ20635, BK268H5.C22.4
ZC3H18	NHN1
RPS15AP11	
RNA5SP324	
RN7SL191P	
RPL36AP6	BA380I20.1
HNRNPA1P31	
AMELX	
SMOX	FLJ20746, DJ779E11.1, PAO, PAOH1, MGC1010, SMO
C1ORF54	FLJ23221
RRP7B	DJ222E13.2
C9	
RPL26P14	
TMEM31	MGC39655
C1ORF233	
PCDHGA3	PCDH-GAMMA-A3
SNORD13P2	U13, U13.12A
PIK3R6	FLJ34500, HST41028, P87PIKAP
RPL17P3	
KIF27	DKFZP434D0917
FBP2	
NTN1	NTN1L
RN7SKP196	
RN7SL635P	
MIR1308~WITHDRAWN	
TUB	RD5
SSAV1L~WITHDRAWN	
CGM10~WITHDRAWN	
RNU6-813P	
OR5M9	
C10ORF85	FLJ37402, EM:AC023282.2
CCDC83	MGC34732, FLJ42119
TNFAIP8L2	FLJ23467
EI24P1	
C9ORF116	MGC29761, RBEST47, PIERCE1
CALNB~WITHDRAWN	
RIF1	FLJ12870, FLJ10599
PIGPP4	
KRTAP5-AS1	
VN1R14P	BA457M11.4, HS6M1-5P, VNR6I5P
WFDC1	PS20
GDPD1	FLJ37451, GDE4
RNU6-1324P	
PRKAG2-AS1	
HOXB6	
MIR1539	HSA-MIR-1539
CCND2P	
RNU6-907P	
AMMECR1L	MGC4268
MPP1	PEMP
IGHG3	
SPAG11B	HE2, EP2, EP2C, EP2D, EDDM2B
TIMM8AP1	DDPP
OR4C6	
NAA16	FLJ22054, MGC40612, PRO2435
CDH5	7B4, CD144
ZNF333	KIAA1806
MIR4766	HSA-MIR-4766
TRNAN11	
KAZALD1	FKSG40, FKSG28
RNU4A~WITHDRAWN	
RNA5S17	
EFCAB9	
HCRTR2	OX2R
FAM108A11P~WITHDRAWN	
MANSC1	FLJ10298, LOH12CR3
FRMD6-AS1	
IGHV3-30-2	
PTCD3	FLJ20758, DKFZP666K071
ATA~WITHDRAWN	
NEUROD6	ATOH2, NEX1M, MATH-2, BHLHA2, NEX1
GKN3P	
FAM197Y8	
CCKAR	
MSANTD2	FLJ23342
MIR433	HSA-MIR-433
CA15P2	
IGHV3-75	
TRIL	KIAA0644
PXDN	KIAA0230, PRG2, MG50, D2S448, D2S448E, PXN
PSMG2	HCCA3, MDS003, MGC15092, CLAST3, HST1707, PAC2
RPSAP19	
MRPS23P1	
RNU6-530P	
FAM106CP	
FAM133A	RP1-32F7.2, FLJ37659, CT115
AGPAT3	LPAAT-GAMMA
NEFLL1	
SH3PXD2B	FLJ20831
RPS12P1	
PTRF	CAVIN-1, CAVIN1
HCG9P1	HCGIX-1
HOXC8	
LINC01076	
TRAJ10	
LOH19CR1	DBA
CCDC137P	
TATDN2P2	
EBPL	EBRP
GUCA2~WITHDRAWN	
DFNA19	
EXOSC3	HRRP40P, RRP40P, RRP40, CGI-102, P10, HRRP-40
TMEM213	
GPR26	
RNU1-146P	
GPRIN3	GRIN3, FLJ42625
RN7SL283P	
LARGE-AS1	
HMGN2P1	
FAM117B	FLJ38771
STRIP2	KIAA1170, FAR11B
TMPPE	FLJ45032
XKRYP4	
MMP13	CLG3
ZDHHC20-AS1~WITHDRAWN	
OSR1	
TMEM104	FLJ20255, FLJ00021
RN7SL418P	
C8ORF87	
RPS3AP11	
GIMAP8	DKFZP667I133, HIAN6
PP1P	
PPP3CC	CALNA3, PP2BGAMMA
MIR4443	HSA-MIR-4443
FAM222A-AS1	
FABP9	PERF, T-FABP, PERF15
MDH1B	FLJ25341, RP11-95H11
OR5B3	OST129
ZNF11A~WITHDRAWN	
DFNB45	
ZP1	
MYBPH	
ACVR2B-AS1	
MIR217	HSA-MIR-217, MIR-217
TCRGV5~WITHDRAWN	
DEFA9P	DEFAP2
IGLVIVOR22-2	IGLV(IV)/OR22-2
MYBPC1	
NRIP2	DKFZP761G1913
LINC00572	
RN7SL257P	
KRBOX1	
HACE1	KIAA1320
RN7SL822P	
CHIAP3	
RPL41P7	
REXO1L12P	
RPL21P52	
RN7SL523P	
FCF1P2	
MYCLP3	
MRPL42P5	
CRYM	DFNA40
UNC93B2	UNC93B2P
AMER2	FLJ25477
RPS29P8	
OR6C4	
OR5B18P~WITHDRAWN	
HDHD2	DKFZP564D1378
RNU1-144P	
CADM2-AS2	
OR10G9	
CD23A~WITHDRAWN	
PANK2	HSS, FLJ11729, PKAN, HARP
RNU1-7P	
VTRNA1-1	VTRNA1-1, HVG-1, HVG1, VRNA, VR1
RNF151	
GPX1P1	
CHRFAM7AP2	
HAPP~WITHDRAWN	
ADRA2A	ADRAR
RAB8IP~WITHDRAWN	
AWAT1	
EPM1~WITHDRAWN	
MIR4772	HSA-MIR-4772
DNM1P47	DNM1DN14-3
OR7C4~WITHDRAWN	
ZNF681	FLJ31526
PTPRB	
PI4~WITHDRAWN	
RGS11	
SORD	
PRPF4B	PRP4, PR4H, KIAA0536
HPE2~WITHDRAWN	
DPY19L2P4	IMAGE:5295327
TNK2-AS1	
ZNF655	VIK-1, VIK
SNORD81	Z23, U81
MEIS1-AS2	
SNORA34	ACA34
FKHRP1~WITHDRAWN	
MRPL37	RPML2, MRP-L2
RNU6-84P	
SLC22A25	UST6, HIMTP, MGC120420
RN7SKP283	
KIAA1715	ULNALESS, UL
NCOA2	TIF2, GRIP1, NCOA-2, KAT13C, BHLHE75
RAB9AP4	
IDDM15	
RPS27P20	
C14ORF184~WITHDRAWN	
C19ORF82	
MIR4722	HSA-MIR-4722
C1ORF158	MGC35194
APOOP1	
HMGN4	NHC
SLC6A7	PROT
APPL2	FLJ10659, DIP13B
EBS4~WITHDRAWN	
TMEM175	MGC4618
CAPNS1P1	
ARF1P1	
HSP90AB1	
PTLAH	FPAH
NDUFV2P1	
FAM13B	N61, KHCHP, ARHGAP49
OR8A2P	
CEP164P1	
RPS16P1	
MIR3128	HSA-MIR-3128
HCRT	PPOX, OX
SYNE1	SYNE-1B, KIAA0796, 8B, NESPRIN-1, ENAPTIN, MYNE1, CPG2, DJ45H2.2, SCAR8, ARCA1, NESP1
MIR4452	HSA-MIR-4452
RN7SL61P	
SPRR1~WITHDRAWN	
ACTN3	
RN7SKP235	
GPR53P	PSIGPR53, DJ271M21.8
RBBP4	RBAP48, NURF55
MEGF10	KIAA1780
CUL3	
CNOT4	CLONE243, NOT4H
OR52L1	
FCRL1	FCRH1, IRTA5, IFGP1, CD307A
ACAD10	MGC5601
RUSC2	KIAA0375
TARDBPP1	BA318P23.1
TMC4	
TUBA8P2	
SLC1A4	SATT, ASCT1
TRNAT8	
MTND5P13	
NDUFAF4P1	
C11ORF7~WITHDRAWN	
HNRNPA3P15	
UCN	UROC, UI
CHE2~WITHDRAWN	
RPS5P7	
LINC00484	
SNORD51	U51
APITD1-CORT	
RNU6-573P	
FCRL6	IFGP6, FLJ16056, FCRH6
C4ORF29	FLJ21106
VASN	
TPSP1	
MIR325	HSA-MIR-325
RPS17P11	
HELQ	HEL308
HIST1H4F	H4/C, H4
CYCSP11	HCP11
GPD2	
CADM4	TSLL2, NECL-4, SYNCAM4
MED28P5	
SRRM5	
TCRGC2~WITHDRAWN	
MIR4736	HSA-MIR-4736
SNAI2	SLUGH1, SNAIL2
MROH7-TTC4	
SNORA59A	ACA59
MLK3~WITHDRAWN	
XBX1~WITHDRAWN	
HSPB2	HS.78846, MKBP
AKR1B11~WITHDRAWN	
CTSG	CG
RNA5SP195	
SNT2B1~WITHDRAWN	
HNRNPA1P64	
MIR4285	HSA-MIR-4285
RNU7-166P	
TMEM258	
SPRR2A	
PDX1-AS1	
CBX3P2	
RNU7-19P	U7.19
SIGLEC18P	
PHF19	DKFZP727G051, PCL3, MTF2L1, TDRD19B
ALDR1~WITHDRAWN	
SNORD112	14Q(0)
CLCA1	CACC, CLCRG1
MHS4	
MIR3928	HSA-MIR-3928
SNORD114-28	14Q(II-28)
ZBTB20-AS3	
FRA11D	
FAM60BP	HST2323
GUSBP1	
TIGIT	FLJ39873, DKFZP667A205
ARF1P3	
RNMTL1	FLJ10581, HC90
EIF4A1P1	
IFT81	CDV-1R, MGC4027
RPL31P31	
HNRNPA1P14	
SLC25A21-AS1	
AK5	
DDR1	RTK6, CD167
EIF2AK3	PEK, PERK
PTPMT1	PLIP, DUSP23, MOSP
DUXAP10	
GSTM1	MU, H-B
CLCN3	CLC3, CLC-3
SYTIP2~WITHDRAWN	
GOT2P5	GOT2Y
EML3	FLJ35827, ELP95
ZNF571	HSPC059
CCDC130	MGC10471
SSX7	
MIB2	SKELETROPHIN, ZZZ5, FLJ39787
TRNAG23	
TRNAL24	
HNRNPA3P5	
TSSK1A	TSSK1, SPOGA1
ADH4	ADH-2
LQT4~WITHDRAWN	
RSU1P1	Y214H10.6
RN7SKP73	
LINC00992	
TRMA~WITHDRAWN	
ZNF793	
TSR1	FLJ10534
GCNT7	DJ1153D9.2
MRPL2	MRP-L14, RPML14, CGI-22
LRRN4	DJ1056H1.1, NLRR4
C10ORF115	BA215C7.4
FAM81A	MGC26690
TRNAK14	
TMEM164	FLJ22679, RP13-360B22.2
CYCSP46	HCP46, HCP47
ZNF608	KIAA1281, DKFZP434M098, NY-REN-36
TRNAV25	
CNNM4	KIAA1592
CTB~WITHDRAWN	
SIGLEC31P	
CLK4	
SMIM10	
LDB1	NLI, CLIM2
UGT8	
RNA5SP55	
YAP1P3	
RP34	
SHMT2	
WHSC1L1P~WITHDRAWN	
MIR548AA2	HSA-MIR-548AA-2
ASIC5	INAC, HINAC
PLS3	T-PLASTIN
ACTR3BP4	
CBX1P1	
OR13Z2P	
TRIM3	HAC1, BERP, RNF97
PFDN2	
C19ORF60	FLJ20850, FLJ30108, FLJ34606, FLJ37391
MRPS17P5	
TUBB8P4	
TBS~WITHDRAWN	
KRT81	HB-1
FOXE3	FREAC8
UCKL1	FLJ20517
MIR106B	HSA-MIR-106B
VN1R29P	
FBXO43	FBX43
RNA5-8SP2	
RPL21P121	
FAM188B	FLJ22374
PCBD2	DCOHM, DCOH2
LINC00621	
RNF180	
P4HA1	C-P4HALPHA(I)
HNRNPH1P2	
MIR4270	HSA-MIR-4270
YWHAE	FLJ45465
MED15P5	
C7ORF31	
MLEC	
GGT4P	
SPANXN5	SPANX-N5, CT11.10
RN7SL571P	
RNU6-931P	
MIR4536-2	HSA-MIR-4536-2
NDUFAF1	CIA30, CGI-65
OED	
FAM49B	BM-009
OR5D4~WITHDRAWN	
ALOX12P1	
MOCS1P1	
RAX	RX
TNFSF18	AITRL, TL6, HGITRL
MIR4436B1	HSA-MIR-4436B
MIR20A	HSA-MIR-20, HSA-MIR-20A
ZNF444	ZSCAN17, FLJ11137, EZF2
STFA~WITHDRAWN	
HIST1H2AD	H2A/G, H2A.3
GLRB	
PAI1~WITHDRAWN	
TRBV5-3	TRBV53, TCRBV5S3, TCRBV5S5P
INPP5B	
OR2B7P	HS6M1-31P
RN7SL365P	
TRIP4	HST17391
SLC37A3	DKFZP761N0624
RPL19P11	
RAB2A	
RNA5SP409	
RNA5SP308	
RNA5SP68	
WFS2~WITHDRAWN	
MIR3170	HSA-MIR-3170
PRDM9	PFM6, ZNF899
ERH	DROER
MIR1302-11	HSA-MIR-1302-11
PDCD1LG2	PD-L2, BTDC, PDL2, BA574F11.2, CD273, B7-DC
PEX12P1	
CFTRP1	DJ760C5.1
CYP2C56P	CYP2C-SE1[7]
ED#~WITHDRAWN	
CCL20	LARC, MIP-3A, EXODUS-1, ST38, CKB4
NDUFA5P8	
ATP5LP5	
RNA5SP521	
HLA-F-AS1	
PPIP5K2	KIAA0433, VIP2
STX2B~WITHDRAWN	
MIR27A	HSA-MIR-27A
KRT18P12	
CTSK	PKND
HMGN2P10	BK216E10
CHSY1	KIAA0990, CSS1
IGLC2	
